年月,總編號,處理單位,處理編號,年,月,日,時,分,縣市,區,村里,鄰,街道,段,巷,弄,號,公尺處,街道.1,段.1,側,附近,道路,公里,公尺處.1,向,車道,平交道,公里.1,公尺處.2,附近.1,死,受傷,X2.30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,警局,分局,案件類別,事故類別,日期,道路1,道路2,概略位置,lon,lat,車種,當事者區分.類別.,年齡,受傷程度,車輛牌照號碼,車輛用途,駕駛資格情形,飲酒情形,車輛撞擊部位最初,肇事因素個別,肇事因素主要,職.業,旅次目的,國籍
10305,10305Y00020054,YZA1,10305YZ000074,2014,5,27,17,10,金門縣,金城鎮,,NA,民權路,,,NA,61,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,晴,日間自然光線,村里道路,50,三岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,追撞,未保持行車安全距離,Y000,YZ00,1,2,2014/5/27,民權路61號,,金門縣金城鎮,118.3140012,24.4324688,普通重型 機車∕普通重型 機車∕,機車普通重型∕機車普通重型∕,51∕20∕,受傷∕受傷∕,YL****0代號2677∕L7****6代號290∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車前車頭∕機車左側車身∕,未保持行車安全距離∕尚未發現肇事因素∕,未保持行車安全距離∕未保持行車安全距離∕,技術工∕大學（研究）生∕,其他∕其他∕,本國∕本國∕
10305,10305Y00020051,YZA1,10305YZ000079,2014,5,30,20,59,金門縣,金城鎮,,NA,浯江路,,,NA,6,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,陰,夜間（或隧道、地下道、涵洞）有照明,村里道路,40,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,路上翻車、摔倒,未注意車前狀態,Y000,YZ00,1,2,2014/5/30,浯江路6號,,金門縣金城鎮,118.3268081,24.4262292,腳踏自行車 慢車∕ ∕,腳踏自行車,64∕0∕,受傷,,其他,非汽（機）車駕駛人,非駕駛人，未檢測,非汽（機）車,未注意車前狀態∕尚未發現肇事因素∕,未注意車前狀態∕未注意車前狀態∕,無業者,社交活動,本國∕本國∕
10305,,YZA1,10305YZ000080,2014,5,31,8,35,金門縣,金城鎮,,NA,民權路,,,NA,31,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,雨,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y000,YZ00,1,4,2014/5/31,民權路31號,,金門縣金城鎮,118.3137564,24.4318069,自用 小貨車(含客、貨兩用)∕自用 小客車∕,小貨車自用∕小客車自用∕,33∕43∕,,T8****2代號2678∕12****S代號2679∕,,,,,,,,,本國∕本國∕
10305,10305Y00030012,YZA1,10305YZ000081,2014,5,29,18,23,金門縣,金城鎮,,NA,中興路,,146,NA,29,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,陰,日間自然光線,村里道路,40,三岔路,交岔口附近,其他鋪裝,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,其他,未保持行車安全間隔,Y000,YZ00,1,3,2014/5/29,中興路146巷29號,,金門縣金城鎮,118.3198462,24.4331914,自用 小客車∕自用 小客車∕普通重型 機車,小客車自用∕小客車自用∕機車普通重型,86∕48∕21,未受傷∕未受傷∕未受傷,WY****3代號2680∕ZD****2代號2681∕NM****5代號2682,其他∕其他∕其他,有適當之駕照∕有適當之駕照∕有適當之駕照,經檢測無酒精反應∕經檢測無酒精反應∕經檢測無酒精反應,汽車左前車頭（身）∕汽車左側車身∕機車左側車身,未保持行車安全間隔∕尚未發現肇事因素∕尚未發現肇事因素,未保持行車安全間隔∕未保持行車安全間隔∕未保持行車安全間隔,無業者∕技術工∕大學（研究）生,其他∕購物∕購物,本國∕本國∕本國
10305,10305Y00020050,YZA1,10305YZ000082,2014,5,30,12,20,金門縣,金城鎮,西門里,NA,環島西路,二,3,NA,,,,,,13168燈桿,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,晴,日間自然光線,鄉道,40,四岔路,交岔口附近,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,附標記,未繪設車道線,未繪設快慢車道分隔線,有,側撞,左轉彎未依規定,Y000,YZ00,1,2,2014/5/30,環島西路二段3巷,,金門縣金城鎮西門里13168燈桿,118.3148723,24.4566699,普通輕型 機車∕普通重型 機車∕,機車普通輕型∕機車普通重型∕,26∕21∕,受傷∕受傷∕,QU****6代號2683∕29****D代號2684∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車左側車身∕機車前車頭∕,左轉彎未依規定∕未保持行車安全間隔∕,左轉彎未依規定∕左轉彎未依規定∕,事務工作者∕大學（研究）生∕,上、下班∕上、下學∕,本國∕本國∕
10305,10305Y00030013,YZA1,10305YZ000083,2014,5,30,17,19,金門縣,金城鎮,賢庵里,NA,延平路,,,NA,,,,,,后豐港石牌,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,日間自然光線,村里道路,50,四岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,禁止雙換車道線（無標記）,未繪設快慢車道分隔線,有,路口交岔撞,未依規定讓車,Y000,YZ00,1,3,2014/5/30,延平路,,金門縣金城鎮賢庵里后豐港石牌,118.304405,24.424809,自用 小客車∕自用 小客車∕,小客車自用∕小客車自用∕,19∕26∕,未受傷∕未受傷∕,9F****2代號2685∕AG*****2代號2686∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車前車頭∕汽車左側車身∕,未依規定讓車∕未依規定減速∕,未依規定讓車∕未依規定讓車∕,不明∕不明∕,不明∕不明∕,本國∕本國∕
10306,10306Y00020010,YYA1,10306YY000003,2014,6,1,15,15,金門縣,金湖鎮,新湖里,NA,市港路,,,NA,38,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,50,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,快慢車道分隔線,有,撞動物,動物竄出,Y000,YY00,1,2,2014/6/1,市港路38號,,金門縣金湖鎮新湖里,118.4099121,24.4348324, ∕普通重型 機車∕,∕機車普通重型∕,0∕24∕,∕受傷∕,∕XA****7代號2687∕,∕其他∕,∕有適當之駕照∕,∕不明∕,∕機車右側車身∕,動物竄出∕尚未發現肇事因素∕,動物竄出∕動物竄出∕,∕其他∕,∕其他∕,本國∕本國∕
10306,10306Y00020009,YYA1,10306YY000013,2014,6,7,8,2,金門縣,金湖鎮,,NA,環島北路,三,,NA,,,,,,瓊林圓環,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,晴,日間自然光線,村里道路,60,圓環,環道匝道,柏油,乾燥,無缺陷,無障礙物,其他,閃光號誌,正常,無分向設施,車道線（附標記）,未繪設快慢車道分隔線,有,追撞,未保持行車安全距離,Y000,YY00,1,2,2014/6/7,環島北路三段,,金門縣金湖鎮瓊林圓環,118.388325,24.466263,普通重型 機車∕普通重型 機車∕乘客 人,機車普通重型∕機車普通重型∕乘客,22∕56∕58,受傷∕受傷∕受傷,97****T代號2688∕CN****8代號2689∕CN****8代號2689,其他∕其他∕其他,有適當之駕照∕駕照被吊（註）銷∕非汽（機）車駕駛人,經檢測無酒精反應∕經檢測無酒精反應∕非駕駛人，未檢測,機車右側車身∕機車左側車身∕非汽（機）車,未保持行車安全距離∕尚未發現肇事因素∕尚未發現肇事因素,未保持行車安全距離∕未保持行車安全距離∕未保持行車安全距離,保安工作者（不含警察人員）∕其他∕其他,其他∕其他∕其他,本國∕本國∕本國
10306,10306Y00020011,YYA1,10306YY000014,2014,6,7,21,7,金門縣,金湖鎮,,NA,市港路,,,NA,66,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,雨,夜間（或隧道、地下道、涵洞）有照明,村里道路,50,四岔路,交岔路口內,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,側撞,未依規定讓車,Y000,YY00,1,2,2014/6/7,市港路66號,,金門縣金湖鎮,118.4099121,24.4348324,自用 小貨車(含客、貨兩用)∕普通重型 機車∕,小貨車自用∕機車普通重型∕,29∕31∕,未受傷∕受傷∕,57****J代號2690∕PZ****5代號2691∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車右側車身∕機車前車頭∕,未依規定讓車∕未依規定減速∕,未依規定讓車∕未依規定讓車∕,售貨員∕售貨員∕,社交活動∕社交活動∕,本國∕本國∕
10306,10306Y00020012,YYA1,10306YY000015,2014,6,7,22,12,金門縣,金沙鎮,,NA,高陽路,,,NA,,,,,,立盛建材行石碑前路段,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,夜間（或隧道、地下道、涵洞）有照明,村里道路,60,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,撞護欄（樁）,未注意車前狀態,Y000,YY00,1,2,2014/6/7,高陽路,,金門縣金沙鎮立盛建材行石碑前路段,118.4078483,24.4727311,自用 小客車∕ ∕,小客車自用,26∕0∕,受傷,6F****3代號108,其他,有適當之駕照,經檢測無酒精反應,汽車前車頭,未注意車前狀態∕尚未發現肇事因素∕,未注意車前狀態∕未注意車前狀態∕,事務工作者,其他,本國∕本國∕
10306,,YYA1,10306YY000016,2014,6,8,8,20,金門縣,金湖鎮,新市里,NA,太湖路,一,,NA,,,黃海路,,,新市圓環內,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,雨,日間自然光線,村里道路,50,圓環,環道匝道,柏油,濕潤,無缺陷,無障礙物,良好,行車管制號誌（附設行人專用號誌）,正常,無標記,車道線（無標記）,未繪設快慢車道分隔線,有,其他,未依規定讓車,Y000,YY00,1,4,2014/6/8,太湖路一段,黃海路,,118.413177,24.44068908,自用 小客車∕計程車 小客車∕,小客車自用∕小客車計程車∕,60∕58∕,未受傷∕未受傷∕,XD****6代號2692∕18***5代號2693∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車左前車頭（身）∕汽車右前車頭（身）∕,未依規定讓車∕未注意車前狀態∕,未依規定讓車∕未依規定讓車∕,其他∕汽車、火車駕駛員及船員∕,其他∕其他∕,本國∕本國∕
10306,10306Y00020013,YYA1,10306YY000019,2014,6,8,10,15,金門縣,金湖鎮,新湖里,NA,環島南路,四,,NA,,,,,,168加油站前,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,50,彎曲路及附近,一般車道（未劃分快慢車道）,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,快慢車道分隔線,有,側撞,右轉彎未依規定,Y000,YY00,1,2,2014/6/8,環島南路四段,,金門縣金湖鎮新湖里168加油站前,118.40101,24.438041,自用 小客車∕普通重型 機車∕,小客車自用∕機車普通重型∕,66∕19∕,未受傷∕受傷∕,U6****9代號2694∕AD*****9代號2695∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,不明∕機車左側車身∕,右轉彎未依規定∕未注意車前狀態∕,右轉彎未依規定∕右轉彎未依規定∕,其他∕其他∕,其他∕其他∕,本國∕本國∕
10306,,YYA1,10306YY000020,2014,6,7,8,40,金門縣,金湖鎮,,NA,環島南路,四,,NA,,,,,,湖前路口,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y000,YY00,1,4,2014/6/7,環島南路四段,,金門縣金湖鎮湖前路口,118.40101,24.438041,自用 小客車∕自用 小客車∕自用 小貨車(含客、貨兩用),小客車自用∕小客車自用∕小貨車自用,24∕61∕51,,WY****7代號2696∕6F****6代號2697∕AA*****5代號2698,,,,,,,,,本國∕本國∕本國
10306,10306Y00020014,YYA1,10306YY000021,2014,6,9,15,14,金門縣,金湖鎮,,NA,伯玉路,三,,NA,,,,,,1091號路燈桿,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,60,直路,一般車道（未劃分快慢車道）,柏油,乾燥,突出（高低）不平,道路工事（程）中,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,路上翻車、摔倒,未注意車前狀態,Y000,YY00,1,2,2014/6/9,伯玉路三段,,金門縣金湖鎮1091號路燈桿,118.3646755,24.4460136,普通重型 機車∕ ∕,機車普通重型,33∕0∕,受傷,00****X代號2699,其他,有適當之駕照,經檢測無酒精反應,機車左側車身,未注意車前狀態∕尚未發現肇事因素∕,未注意車前狀態∕未注意車前狀態∕,服務工作者,運輸,本國∕本國∕
10306,10306Y00020015,YYA1,10306YY000023,2014,6,10,13,20,金門縣,金湖鎮,新市里,NA,自強路,,,NA,,,,,,武德新莊12號前,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,40,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,路上有停車,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,其他,未注意車前狀態,Y000,YY00,1,2,2014/6/10,自強路,,金門縣金湖鎮新市里武德新莊12號前,118.4150513,24.4401089,自用 小貨車(含客、貨兩用)∕行人 人∕,小貨車自用∕行人∕,27∕49∕,未受傷∕受傷∕,AA*****8代號2700,其他∕非駕駛人及乘客∕,有適當之駕照∕非汽（機）車駕駛人∕,經檢測無酒精反應∕經觀察未飲酒∕,汽車右側車身∕非汽（機）車∕,未注意車前狀態∕其他引起事故之疏失或行為∕,未注意車前狀態∕未注意車前狀態∕,服務工作者∕服務工作者∕,運輸∕業務聯繫∕,本國∕本國∕
10306,10306Y00020017,YYA1,10306YY000032,2014,6,13,8,35,金門縣,金湖鎮,瓊林里,NA,,,,NA,131,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,40,三岔路,交岔路口內,柏油,乾燥,無缺陷,其他障礙物,建築物,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,側撞,未注意車前狀態,Y000,YY00,1,2,2014/6/13,金門縣金湖鎮瓊林里131,,金門縣金湖鎮瓊林里,118.3708477,24.4548683,自用 小客車∕普通輕型 機車∕,小客車自用∕機車普通輕型∕,49∕54∕,未受傷∕受傷∕,CW****7代號1210∕69****B代號2701∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經觀察未飲酒∕經觀察未飲酒∕,汽車前車頭∕機車前車頭∕,未注意車前狀態∕未注意車前狀態∕,未注意車前狀態∕未注意車前狀態∕,服務工作者∕農林漁牧工作者∕,購物∕其他∕,本國∕本國∕
10306,10306Y00020016,YYA1,10306YY000034,2014,6,13,17,25,金門縣,金湖鎮,山外里,NA,,,,NA,,,,,,山外23號前,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,40,廣場,其他,其他鋪裝,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,其他,倒車未依規定,Y000,YY00,1,2,2014/6/13,金門縣金湖鎮山外里山外23號前,,金門縣金湖鎮山外里山外23號前,118.4162306,24.4418802,計程車 小客車∕行人 人∕,小客車計程車∕行人∕,57∕76∕,未受傷∕受傷∕,VX***0代號2385,其他∕非駕駛人及乘客∕,有適當之駕照∕非汽（機）車駕駛人∕,經檢測無酒精反應∕非駕駛人，未檢測∕,汽車後車尾∕非汽（機）車∕,倒車未依規定∕尚未發現肇事因素∕,倒車未依規定∕倒車未依規定∕,汽車、火車駕駛員及船員∕無業者∕,運輸∕其他∕,本國∕本國∕
10306,10306Y00020018,YYA1,10306YY000037,2014,6,15,12,25,金門縣,金湖鎮,下莊里,NA,士校路,,,NA,,,光武路,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,50,三岔路,交岔路口內,柏油,濕潤,無缺陷,無障礙物,建築物,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,側撞,未依規定讓車,Y000,YY00,1,2,2014/6/15,士校路,光武路,,118.4295533,24.4493768,普通重型 機車∕自用 小客車∕,機車普通重型∕小客車自用∕,27∕32∕,受傷∕未受傷∕,15****B代號2702∕AA*****7代號2703∕,其他∕其他∕,無照（已達考照年齡）∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車前車頭∕汽車前車頭∕,未依規定讓車∕未依規定減速∕,未依規定讓車∕未依規定讓車∕,農林漁牧工作者∕服務工作者∕,購物∕觀光旅遊∕,本國∕本國∕
10306,10306Y00020029,YYA1,10306YY000039,2014,6,17,14,14,金門縣,金湖鎮,,NA,瓊徑路,,,NA,,,,,,小徑183號旁路口,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,陰,日間自然光線,村里道路,60,三岔路,交岔路口內,其他鋪裝,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,路上翻車、摔倒,未依規定減速,Y000,YY00,1,2,2014/6/17,瓊徑路,,金門縣金湖鎮小徑183號旁路口,118.3837181,24.4489328,普通重型 機車∕ ∕乘客 人,機車普通重型乘客,20∕0∕19,受傷受傷,23****W代號270423****W代號2704,其他其他,有適當之駕照非汽（機）車駕駛人,經檢測無酒精反應經檢測無酒精反應,機車右側車身非汽（機）車,未依規定減速∕尚未發現肇事因素∕尚未發現肇事因素,未依規定減速∕未依規定減速∕未依規定減速,高中生高中生,觀光旅遊觀光旅遊,本國∕本國∕本國
10306,10306Y00020041,YYA1,10306YY000040,2014,6,17,16,28,金門縣,金湖鎮,,NA,四維路,,,NA,,,,,,料羅新村候車亭前,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,陰,日間自然光線,村里道路,50,三岔路,交岔口附近,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,穿越道路中,穿越道路未注意左右來車,Y000,YY00,1,2,2014/6/17,四維路,,金門縣金湖鎮料羅新村候車亭前,118.4499743,24.4314346,行人 人∕自用 小貨車(含客、貨兩用)∕,行人∕小貨車自用∕,13∕35∕,受傷∕未受傷∕,∕6F****9代號2705∕,非駕駛人及乘客∕其他∕,非汽（機）車駕駛人∕有適當之駕照∕,非駕駛人，未檢測∕經檢測無酒精反應∕,非汽（機）車∕汽車右側車身∕,穿越道路未注意左右來車∕違規超車∕,穿越道路未注意左右來車∕穿越道路未注意左右來車∕,小學生∕服務工作者∕,上、下學∕運輸∕,本國∕本國∕
10306,,YYA1,10306YY000041,2014,6,17,19,10,金門縣,金湖鎮,山外里,NA,黃海路,,,NA,99,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,夜間（或隧道、地下道、涵洞）有照明,村里道路,50,直路,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,倒車撞,倒車未依規定,Y000,YY00,1,4,2014/6/17,黃海路99號,,金門縣金湖鎮山外里,118.4256931,24.452032,自用 小貨車(含客、貨兩用)∕自用 小客車∕,小貨車自用∕小客車自用∕,53∕49∕,未受傷∕未受傷∕,95****X代號2706∕VW****5代號2707∕,其他∕其他∕,有適當之駕照∕不明∕,經檢測無酒精反應∕不明∕,汽車後車尾∕汽車前車頭∕,倒車未依規定∕尚未發現肇事因素∕,倒車未依規定∕倒車未依規定∕,其他∕其他∕,其他∕其他∕,本國∕本國∕
10306,10306Y00020042,YYA1,10306YY000047,2014,6,20,7,5,金門縣,金沙鎮,,NA,環島北路,四,,NA,Jan-59,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,陰,日間自然光線,村里道路,60,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,附標記,未繪設車道線,未繪設快慢車道分隔線,有,追撞,未保持行車安全距離,Y000,YY00,1,2,2014/6/20,環島北路四段59-1號,,金門縣金沙鎮,118.4045085,24.4840105,普通重型 機車∕自用 小客車∕,機車普通重型∕小客車自用∕,20∕49∕,受傷∕未受傷∕,AD*****2代號2708∕17****S代號2709∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車前車頭∕汽車右後車尾（身）∕,未保持行車安全距離∕尚未發現肇事因素∕,未保持行車安全距離∕未保持行車安全距離∕,其他∕家庭主婦（夫）∕,上、下班∕其他∕,本國∕本國∕
10306,10306Y00030001,YYA1,10306YY000050,2014,6,20,19,27,金門縣,金湖鎮,,NA,環島南路,五,,NA,,,,,,新頭101號,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,夜間（或隧道、地下道、涵洞）有照明,村里道路,60,直路,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,倒車撞,倒車未依規定,Y000,YY00,1,3,2014/6/20,環島南路五段,,金門縣金湖鎮新頭101號,118.4239844,24.4324232,自用 小客車∕自用 小客車∕,小客車自用∕小客車自用∕,52∕22∕,未受傷∕未受傷∕,8L****5代號2710∕6F****3代號2711∕,其他∕其他∕,有適當之駕照∕不明∕,經檢測無酒精反應∕經觀察未飲酒∕,汽車後車尾∕汽車前車頭∕,倒車未依規定∕尚未發現肇事因素∕,倒車未依規定∕倒車未依規定∕,其他∕其他∕,其他∕其他∕,本國∕本國∕
10306,10306Y00030002,YYA1,10306YY000052,2014,6,22,9,50,金門縣,金湖鎮,,NA,,,,NA,,,,,,金湖分局前停車場,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,日間自然光線,其他,40,其他,其他,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,倒車撞,倒車未依規定,Y000,YY00,1,3,2014/6/22,金門縣金湖鎮金湖分局前停車場,,金門縣金湖鎮金湖分局前停車場,118.4168637,24.4415005,自用 小客車∕自用 小客車∕,小客車自用∕小客車自用∕,36∕33∕,未受傷∕未受傷∕,7N****2代號2712∕14****S代號2713∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經觀察未飲酒∕經觀察未飲酒∕,汽車左前車頭（身）∕汽車右後車尾（身）∕,倒車未依規定∕尚未發現肇事因素∕,倒車未依規定∕倒車未依規定∕,家庭主婦（夫）∕服務工作者∕,購物∕購物∕,非本國∕本國∕
10306,10306Y00020043,YYA1,10306YY000054,2014,6,23,18,25,金門縣,金湖鎮,,NA,黃海路,,,NA,6月3日,,,,,明昕汽車保養廠前,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,40,三岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,彎道,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,側撞,未依規定讓車,Y000,YY00,1,2,2014/6/23,黃海路6-3號,,金門縣金湖鎮明昕汽車保養廠前,118.4256931,24.452032,自用 小客車∕自用 小客車∕,小客車自用∕小客車自用∕,28∕24∕,未受傷∕受傷∕,05****2代號2714∕Z7****5代號2715∕,其他∕其他∕,有適當之駕照∕無照（已達考照年齡）∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車後車尾∕汽車前車頭∕,未依規定讓車∕未依規定減速∕,未依規定讓車∕未依規定讓車∕,事務工作者∕非技術工及體力工∕,上、下班∕其他∕,本國∕本國∕
10306,10306Y00020044,YYA1,10306YY000055,2014,6,23,19,23,金門縣,金湖鎮,,NA,瓊義路,,,NA,,,,,,瓊林265號前,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,陰,夜間（或隧道、地下道、涵洞）有照明,村里道路,50,三岔路,交岔口附近,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,側撞,違規超車,Y000,YY00,1,2,2014/6/23,瓊義路,,金門縣金湖鎮瓊林265號前,118.3750744,24.4504136,普通重型 機車∕自用 小客車∕,機車普通重型∕小客車自用∕,37∕36∕,受傷∕未受傷∕,71****T代號2716∕6F****3代號2717∕,其他∕其他∕,越級駕駛∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車右側車身∕汽車左前車頭（身）∕,違規超車∕尚未發現肇事因素∕,違規超車∕違規超車∕,服務工作者∕其他∕,上、下班∕其他∕,本國∕本國∕
10306,10306Y00030003,YYA1,10306YY000056,2014,6,24,7,37,金門縣,金湖鎮,新湖里,NA,,,,NA,,,,,,湖前16之2號住家旁巷道,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,日間自然光線,村里道路,40,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,其他障礙物,建築物,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,對向擦撞,未保持行車安全間隔,Y000,YY00,1,3,2014/6/24,金門縣金湖鎮新湖里湖前16之2號住家旁巷道,,金門縣金湖鎮新湖里湖前16之2號住家旁巷道,118.417239,24.439798,普通重型 機車∕自用 小客車∕,機車普通重型∕小客車自用∕,24∕25∕,未受傷∕未受傷∕,80****T代號2718∕10****V代號251∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車左側車身∕汽車左後車尾（身）∕,未保持行車安全間隔∕未保持行車安全間隔∕,未保持行車安全間隔∕未保持行車安全間隔∕,其他∕其他∕,其他∕上、下班∕,本國∕本國∕
10306,10306Y00020045,YYA1,10306YY000060,2014,6,25,15,42,金門縣,金湖鎮,,NA,環島南路,三,,NA,,,中山路,,,機場圓環,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,晴,日間自然光線,村里道路,60,圓環,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,閃光號誌,正常,無分向設施,車道線（無標記）,未繪設快慢車道分隔線,有,其他,未保持行車安全距離,Y000,YY00,1,2,2014/6/25,環島南路三段,中山路,,118.36415,24.43852,普通重型 機車∕普通重型 機車∕乘客 人,機車普通重型∕機車普通重型∕乘客,18∕22∕18,受傷∕受傷∕受傷,06****Z代號2719∕77****C代號2720∕77****C代號2720,其他∕其他∕其他,有適當之駕照∕有適當之駕照∕非汽（機）車駕駛人,經檢測無酒精反應∕經檢測無酒精反應∕非駕駛人，未檢測,機車右側車身∕機車左側車身∕非汽（機）車,未保持行車安全距離∕左轉彎未依規定∕尚未發現肇事因素,未保持行車安全距離∕未保持行車安全距離∕未保持行車安全距離,高中生∕其他∕其他,購物∕購物∕購物,本國∕本國∕本國
