處理編號,車種1,車種2,車種3,車種4,車種5,車種6,車種7,當事者區分.類別.1,當事者區分.類別.2,當事者區分.類別.3,當事者區分.類別.4,當事者區分.類別.5,當事者區分.類別.6,當事者區分.類別.7,年齡1,年齡2,年齡3,年齡4,年齡5,年齡6,年齡7,受傷程度1,受傷程度2,受傷程度3,受傷程度4,受傷程度5,受傷程度6,受傷程度7,車輛牌照號碼1,車輛牌照號碼2,車輛牌照號碼3,車輛牌照號碼4,車輛牌照號碼5,車輛牌照號碼6,車輛牌照號碼7,車輛用途1,車輛用途2,車輛用途3,車輛用途4,車輛用途5,車輛用途6,車輛用途7,駕駛資格情形1,駕駛資格情形2,駕駛資格情形3,駕駛資格情形4,駕駛資格情形5,駕駛資格情形6,駕駛資格情形7,飲酒情形1,飲酒情形2,飲酒情形3,飲酒情形4,飲酒情形5,飲酒情形6,飲酒情形7,車輛撞擊部位最初1,車輛撞擊部位最初2,車輛撞擊部位最初3,車輛撞擊部位最初4,車輛撞擊部位最初5,車輛撞擊部位最初6,車輛撞擊部位最初7,肇事因素個別1,肇事因素個別2,肇事因素個別3,肇事因素個別4,肇事因素個別5,肇事因素個別6,肇事因素個別7,肇事因素主要1,肇事因素主要2,肇事因素主要3,肇事因素主要4,肇事因素主要5,肇事因素主要6,肇事因素主要7,職.業1,職.業2,職.業3,職.業4,職.業5,職.業6,職.業7,旅次目的1,旅次目的2,旅次目的3,旅次目的4,旅次目的5,旅次目的6,旅次目的7,國籍1,國籍2,國籍3,國籍4,國籍5,國籍6,國籍7
10305YZ000025,普通重型 機車, ,,,,,,機車普通重型,,,,,,,22,0,,,,,,受傷,,,,,,,CG****8代號2614,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,機車右側車身,,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,大學（研究）生,,,,,,,上、下學,,,,,,,本國,本國,
10305YZ000026,計程車 小客車,自用 小客車,普通重型 機車,,,,,小客車計程車,小客車自用,機車普通重型,,,,,57,56,52,,,,,未受傷,未受傷,未受傷,,,,,59***Q代號309,6F****7代號2615,05****E代號2616,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,有適當之駕照,,,,,經檢測無酒精反應,經檢測無酒精反應,經檢測無酒精反應,,,,,汽車前車頭,汽車左後車尾（身）,機車前車頭,,,,,未保持行車安全距離,尚未發現肇事因素,尚未發現肇事因素,,,,,未保持行車安全距離,未保持行車安全距離,未保持行車安全距離,,,,,汽車、火車駕駛員及船員,不明,不明,,,,,運輸,不明,不明,,,,,本國,本國,本國
10305YZ000028,公營公車 大客車,遊覽車 大客車,,,,,,公營公車,遊覽車,,,,,,29,58,,,,,,,,,,,,,33***H代號2617,15***L代號548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本國,本國,
10305YZ000029,普通重型 機車, ,,,,,,機車普通重型,,,,,,,21,0,,,,,,受傷,,,,,,,06****Z代號2618,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,機車左側車身,,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,大學（研究）生,,,,,,,其他,,,,,,,本國,本國,
10305YZ000030,自用 小客車,普通重型 機車,乘客 人,,,,,小客車自用,機車普通重型,乘客,,,,,47,20,19,,,,,未受傷,受傷,受傷,,,,,03****9代號2619,PR****3代號2620,PR****3代號2620,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,汽車左前車頭（身）,機車前車頭,不明,,,,,起步未注意其他車（人）安全,未注意車前狀態,尚未發現肇事因素,,,,,起步未注意其他車（人）安全,起步未注意其他車（人）安全,起步未注意其他車（人）安全,,,,,家庭主婦（夫）,大學（研究）生,大學（研究）生,,,,,上、下班,購物,購物,,,,,本國,本國,本國
10305YZ000031,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,22,56,,,,,,未受傷,受傷,,,,,,6F****8代號2621,3J****3代號2622,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車左側車身,,,,,,車輛零件脫落,尚未發現肇事因素,,,,,,車輛零件脫落,車輛零件脫落,,,,,,大學（研究）生,其他,,,,,,其他,其他,,,,,,本國,本國,
10305YZ000032,普通重型 機車,自用 小客車,,,,,,機車普通重型,小客車自用,,,,,,22,41,,,,,,受傷,未受傷,,,,,,HU****7代號2623,6F****9代號2624,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,汽車左後車尾（身）,,,,,,未注意車前狀態,違規停車或暫停不當而肇事,,,,,,未注意車前狀態,未注意車前狀態,,,,,,專科生,其他,,,,,,上、下學,不明,,,,,,本國,本國,
10305YZ000034,普通輕型 機車,行人 人,,,,,,機車普通輕型,行人,,,,,,50,43,,,,,,受傷,受傷,,,,,,WZ****3代號2625,,,,,,,其他,非駕駛人及乘客,,,,,,有適當之駕照,非汽（機）車駕駛人,,,,,,經呼氣檢測超過0.80mg∕L或血液檢測超過0.16,非駕駛人，未檢測,,,,,,機車前車頭,非汽（機）車,,,,,,酒醉（後）駕駛失控,尚未發現肇事因素,,,,,,酒醉（後）駕駛失控,酒醉（後）駕駛失控,,,,,,技術工,家庭主婦（夫）,,,,,,其他,其他,,,,,,本國,本國,
10305YZ000035,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,56,49,,,,,,未受傷,受傷,,,,,,6F****6代號2626,76****C代號2627,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車右側車身,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,民意代表、行政主管、企業主管及經理人員,事務工作者,,,,,,其他,其他,,,,,,本國,本國,
10305YZ000036,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,40,59,,,,,,未受傷,受傷,,,,,,HX****9代號2628,67****J代號2629,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,無法檢測,,,,,,汽車左前車頭（身）,機車左側車身,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,不明,不明,,,,,,不明,不明,,,,,,本國,本國,
10305YZ000038,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,62,26,,,,,,未受傷,受傷,,,,,,6F****1代號2630,27****F代號2631,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車左前車頭（身）,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,民意代表、行政主管、企業主管及經理人員,技術工,,,,,,其他,其他,,,,,,本國,本國,
10305YZ000039,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,28,61,,,,,,未受傷,受傷,,,,,,19****N代號2632,CB****1代號2633,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車前車頭,機車後車尾,,,,,,未保持行車安全距離,尚未發現肇事因素,,,,,,未保持行車安全距離,未保持行車安全距離,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國,
10305YZ000040,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,68,28,,,,,,未受傷,受傷,,,,,,01****X代號2634,3J****0代號2635,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車左前車頭（身）,機車前車頭,,,,,,左轉彎未依規定,未依規定減速,,,,,,左轉彎未依規定,左轉彎未依規定,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國,
10305YZ000041,普通重型 機車, ,乘客 人,,,,,機車普通重型,,乘客,,,,,20,0,20,,,,,受傷,,受傷,,,,,H2****0代號2636,,H2****0代號2636,,,,,其他,,其他,,,,,有適當之駕照,,非汽（機）車駕駛人,,,,,經檢測無酒精反應,,非駕駛人，未檢測,,,,,機車右側車身,,非汽（機）車,,,,,未注意車前狀態,尚未發現肇事因素,尚未發現肇事因素,,,,,未注意車前狀態,未注意車前狀態,未注意車前狀態,,,,,大學（研究）生,,大學（研究）生,,,,,其他,,其他,,,,,本國,本國,本國
10305YZ000044,自用 小客車, ,,,,,,小客車自用,,,,,,,37,0,,,,,,未受傷,,,,,,,AB*****1代號2637,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經呼氣檢測超過0.80mg∕L或血液檢測超過0.16,,,,,,,汽車前車頭,,,,,,,酒醉（後）駕駛失控,尚未發現肇事因素,,,,,,酒醉（後）駕駛失控,酒醉（後）駕駛失控,,,,,,不明,,,,,,,不明,,,,,,,本國,本國,
10305YZ000045,普通重型 機車,普通重型 機車,,,,,,機車普通重型,機車普通重型,,,,,,21,30,,,,,,受傷,受傷,,,,,,GR****3代號2638,PZ****5代號2639,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車左側車身,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,大學（研究）生,技術工,,,,,,其他,其他,,,,,,本國,本國,
10305YZ000046,普通重型 機車,自用 小客車,,,,,,機車普通重型,小客車自用,,,,,,22,31,,,,,,受傷,未受傷,,,,,,28****V代號2640,AF*****2代號2641,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車右側車身,汽車右側車身,,,,,,未保持行車安全距離,尚未發現肇事因素,,,,,,未保持行車安全距離,未保持行車安全距離,,,,,,大學（研究）生,技術工,,,,,,其他,其他,,,,,,本國,本國,
10305YZ000048,普通重型 機車,自用 小客車,,,,,,機車普通重型,小客車自用,,,,,,52,53,,,,,,受傷,未受傷,,,,,,XJ****9代號2642,ZR****3代號2643,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車左側車身,汽車右側車身,,,,,,違反特定標誌（線）禁制,未依規定減速,,,,,,違反特定標誌（線）禁制,違反特定標誌（線）禁制,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國,
10305YZ000049,自用 小客車,自用 小客車,,,,,,小客車自用,小客車自用,,,,,,26,32,,,,,,,,,,,,,86****F代號2644,19****V代號2645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本國,本國,
10305YZ000050,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,37,60,,,,,,未受傷,受傷,,,,,,99****H代號2646,53****D代號2647,,,,,,其他,其他,,,,,,有適當之駕照,無照（已達考照年齡）,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車左後車尾（身）,機車右側車身,,,,,,倒車未依規定,未注意車前狀態,,,,,,倒車未依規定,倒車未依規定,,,,,,不明,不明,,,,,,其他,其他,,,,,,本國,本國,
10305YZ000051,自用 小貨車(含客、貨兩用),普通重型 機車,,,,,,小貨車自用,機車普通重型,,,,,,22,36,,,,,,,,,,,,,AA*****1代號2648,79****G代號2649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本國,本國,
10305YZ000053,普通重型 機車,自用 小貨車(含客、貨兩用),,,,,,機車普通重型,小貨車自用,,,,,,20,56,,,,,,未受傷,未受傷,,,,,,00****W代號2650,6F****9代號2651,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,汽車右後車尾（身）,,,,,,未保持行車安全距離,尚未發現肇事因素,,,,,,未保持行車安全距離,未保持行車安全距離,,,,,,大學（研究）生,技術工,,,,,,上、下學,上、下班,,,,,,本國,本國,
10305YZ000054,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,67,55,,,,,,未受傷,受傷,,,,,,H4****2代號2652,71****E代號2653,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車右側車身,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,其他,其他,,,,,,其他,上、下班,,,,,,本國,本國,
10305YZ000056,遊覽車 大客車,遊覽車 大客車,,,,,,遊覽車,遊覽車,,,,,,41,45,,,,,,未受傷,未受傷,,,,,,53***R代號2654,WW***0代號2655,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右後車尾（身）,汽車左前車頭（身）,,,,,,倒車未依規定,尚未發現肇事因素,,,,,,倒車未依規定,倒車未依規定,,,,,,汽車、火車駕駛員及船員,汽車、火車駕駛員及船員,,,,,,運輸,運輸,,,,,,本國,本國,
10305YZ000058,自用 小客車,普通重型 機車,乘客 人,,,,,小客車自用,機車普通重型,乘客,,,,,54,19,20,,,,,未受傷,受傷,受傷,,,,,WY****2代號2656,05****Z代號2657,05****Z代號2657,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,汽車右側車身,機車前車頭,不明,,,,,未依規定讓車,未注意車前狀態,尚未發現肇事因素,,,,,未依規定讓車,未依規定讓車,未依規定讓車,,,,,技術工,大學（研究）生,大學（研究）生,,,,,上、下班,上、下學,上、下學,,,,,本國,本國,本國
10305YZ000059,普通輕型 機車,普通重型 機車,,,,,,機車普通輕型,機車普通重型,,,,,,49,23,,,,,,未受傷,受傷,,,,,,WZ****5代號2658,HP****5代號2659,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車左側車身,機車前車頭,,,,,,起步未注意其他車（人）安全,未依規定減速,,,,,,起步未注意其他車（人）安全,起步未注意其他車（人）安全,,,,,,家庭主婦（夫）,大學（研究）生,,,,,,其他,其他,,,,,,本國,本國,
10305YZ000063,自用 小客車,自用 大貨車,,,,,,小客車自用,大貨車自用,,,,,,51,53,,,,,,,,,,,,,AF*****8代號2660,VV***8代號2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本國,本國,
10305YZ000065,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,55,22,,,,,,未受傷,受傷,,,,,,6F****2代號2662,PV****8代號2084,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右後車尾（身）,機車左側車身,,,,,,倒車未依規定,尚未發現肇事因素,,,,,,倒車未依規定,倒車未依規定,,,,,,不明,大學（研究）生,,,,,,其他,其他,,,,,,本國,本國,
10305YZ000066,普通重型 機車, ,,,,,,機車普通重型,,,,,,,23,0,,,,,,受傷,,,,,,,66****L代號2663,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經呼氣檢測超過0.80mg∕L或血液檢測超過0.16,,,,,,,機車前車頭,,,,,,,酒醉（後）駕駛失控,尚未發現肇事因素,,,,,,酒醉（後）駕駛失控,酒醉（後）駕駛失控,,,,,,大學（研究）生,,,,,,,其他,,,,,,,本國,本國,
10305YZ000067,普通輕型 機車,普通重型 機車,乘客 人,,,,,機車普通輕型,機車普通重型,乘客,,,,,19,38,20,,,,,未受傷,受傷,受傷,,,,,89****B代號2664,56****G代號2665,89****B代號2664,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,機車前車頭,機車左側車身,非汽（機）車,,,,,未保持行車安全間隔,尚未發現肇事因素,尚未發現肇事因素,,,,,未保持行車安全間隔,未保持行車安全間隔,未保持行車安全間隔,,,,,不明,不明,不明,,,,,其他,其他,其他,,,,,非本國,本國,非本國
10305YZ000068,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,31,25,,,,,,未受傷,受傷,,,,,,03****V代號2666,51****D代號2667,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車右側車身,,,,,,起步未注意其他車（人）安全,未依規定減速,,,,,,起步未注意其他車（人）安全,起步未注意其他車（人）安全,,,,,,不明,不明,,,,,,不明,不明,,,,,,本國,本國,
10305YZ000069,普通輕型 機車, ,,,,,,機車普通輕型,,,,,,,26,0,,,,,,受傷,,,,,,,77****R代號2668,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,機車前車頭,,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,其他,,,,,,,其他,,,,,,,本國,本國,
10305YZ000070,自用 小客車,公營公車 大客車,,,,,,小客車自用,公營公車,,,,,,23,54,,,,,,未受傷,未受傷,,,,,,07****V代號2669,VU***6代號2670,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車左前車頭（身）,汽車左側車身,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,其他,汽車、火車駕駛員及船員,,,,,,上、下班,運輸,,,,,,本國,本國,
10305YZ000071,普通輕型 機車,普通重型 機車,,,,,,機車普通輕型,機車普通重型,,,,,,54,24,,,,,,受傷,未受傷,,,,,,WZ****6代號2671,NV****7代號2672,,,,,,其他,其他,,,,,,越級駕駛,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,不明,,,,,,左轉彎未依規定,未注意車前狀態,,,,,,左轉彎未依規定,左轉彎未依規定,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,非本國,
10305YZ000072,自用 小貨車(含客、貨兩用),普通重型 機車,乘客 人,,,,,小貨車自用,機車普通重型,乘客,,,,,30,37,11,,,,,未受傷,未受傷,未受傷,,,,,80****J代號2673,02****T代號2674,02****T代號2674,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,汽車前車頭,機車前車頭,非汽（機）車,,,,,其他引起事故之違規或不當行為,尚未發現肇事因素,尚未發現肇事因素,,,,,其他引起事故之違規或不當行為,其他引起事故之違規或不當行為,其他引起事故之違規或不當行為,,,,,不明,不明,不明,,,,,不明,不明,不明,,,,,本國,本國,本國
10305YZ000073,普通重型 機車,普通重型 機車,,,,,,機車普通重型,機車普通重型,,,,,,21,60,,,,,,未受傷,受傷,,,,,,AD*****6代號2675,PZ****3代號2676,,,,,,其他,其他,,,,,,有適當之駕照,無照（已達考照年齡）,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車後車尾,機車前車頭,,,,,,右轉彎未依規定,未依規定減速,,,,,,右轉彎未依規定,右轉彎未依規定,,,,,,大學（研究）生,家庭主婦（夫）,,,,,,上、下學,購物,,,,,,本國,本國,
10305YZ000074,普通重型 機車,普通重型 機車,,,,,,機車普通重型,機車普通重型,,,,,,51,20,,,,,,受傷,受傷,,,,,,YL****0代號2677,L7****6代號290,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,機車左側車身,,,,,,未保持行車安全距離,尚未發現肇事因素,,,,,,未保持行車安全距離,未保持行車安全距離,,,,,,技術工,大學（研究）生,,,,,,其他,其他,,,,,,本國,本國,
10305YZ000079,腳踏自行車 慢車, ,,,,,,腳踏自行車,,,,,,,64,0,,,,,,受傷,,,,,,,,,,,,,,其他,,,,,,,非汽（機）車駕駛人,,,,,,,非駕駛人，未檢測,,,,,,,非汽（機）車,,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,無業者,,,,,,,社交活動,,,,,,,本國,本國,
10305YZ000080,自用 小貨車(含客、貨兩用),自用 小客車,,,,,,小貨車自用,小客車自用,,,,,,33,43,,,,,,,,,,,,,T8****2代號2678,12****S代號2679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本國,本國,
10305YZ000081,自用 小客車,自用 小客車,普通重型 機車,,,,,小客車自用,小客車自用,機車普通重型,,,,,86,48,21,,,,,未受傷,未受傷,未受傷,,,,,WY****3代號2680,ZD****2代號2681,NM****5代號2682,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,有適當之駕照,,,,,經檢測無酒精反應,經檢測無酒精反應,經檢測無酒精反應,,,,,汽車左前車頭（身）,汽車左側車身,機車左側車身,,,,,未保持行車安全間隔,尚未發現肇事因素,尚未發現肇事因素,,,,,未保持行車安全間隔,未保持行車安全間隔,未保持行車安全間隔,,,,,無業者,技術工,大學（研究）生,,,,,其他,購物,購物,,,,,本國,本國,本國
10305YZ000082,普通輕型 機車,普通重型 機車,,,,,,機車普通輕型,機車普通重型,,,,,,26,21,,,,,,受傷,受傷,,,,,,QU****6代號2683,29****D代號2684,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車左側車身,機車前車頭,,,,,,左轉彎未依規定,未保持行車安全間隔,,,,,,左轉彎未依規定,左轉彎未依規定,,,,,,事務工作者,大學（研究）生,,,,,,上、下班,上、下學,,,,,,本國,本國,
10305YZ000083,自用 小客車,自用 小客車,,,,,,小客車自用,小客車自用,,,,,,19,26,,,,,,未受傷,未受傷,,,,,,9F****2代號2685,AG*****2代號2686,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車前車頭,汽車左側車身,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,不明,不明,,,,,,不明,不明,,,,,,本國,本國,
10306YY000003, ,普通重型 機車,,,,,,,機車普通重型,,,,,,0,24,,,,,,,受傷,,,,,,,XA****7代號2687,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,不明,,,,,,,機車右側車身,,,,,,動物竄出,尚未發現肇事因素,,,,,,動物竄出,動物竄出,,,,,,,其他,,,,,,,其他,,,,,,本國,本國,
10306YY000013,普通重型 機車,普通重型 機車,乘客 人,,,,,機車普通重型,機車普通重型,乘客,,,,,22,56,58,,,,,受傷,受傷,受傷,,,,,97****T代號2688,CN****8代號2689,CN****8代號2689,,,,,其他,其他,其他,,,,,有適當之駕照,駕照被吊（註）銷,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,機車右側車身,機車左側車身,非汽（機）車,,,,,未保持行車安全距離,尚未發現肇事因素,尚未發現肇事因素,,,,,未保持行車安全距離,未保持行車安全距離,未保持行車安全距離,,,,,保安工作者（不含警察人員）,其他,其他,,,,,其他,其他,其他,,,,,本國,本國,本國
10306YY000014,自用 小貨車(含客、貨兩用),普通重型 機車,,,,,,小貨車自用,機車普通重型,,,,,,29,31,,,,,,未受傷,受傷,,,,,,57****J代號2690,PZ****5代號2691,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右側車身,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,售貨員,售貨員,,,,,,社交活動,社交活動,,,,,,本國,本國,
10306YY000015,自用 小客車, ,,,,,,小客車自用,,,,,,,26,0,,,,,,受傷,,,,,,,6F****3代號108,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,汽車前車頭,,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,事務工作者,,,,,,,其他,,,,,,,本國,本國,
10306YY000016,自用 小客車,計程車 小客車,,,,,,小客車自用,小客車計程車,,,,,,60,58,,,,,,未受傷,未受傷,,,,,,XD****6代號2692,18***5代號2693,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車左前車頭（身）,汽車右前車頭（身）,,,,,,未依規定讓車,未注意車前狀態,,,,,,未依規定讓車,未依規定讓車,,,,,,其他,汽車、火車駕駛員及船員,,,,,,其他,其他,,,,,,本國,本國,
10306YY000019,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,66,19,,,,,,未受傷,受傷,,,,,,U6****9代號2694,AD*****9代號2695,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,不明,機車左側車身,,,,,,右轉彎未依規定,未注意車前狀態,,,,,,右轉彎未依規定,右轉彎未依規定,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國,
10306YY000020,自用 小客車,自用 小客車,自用 小貨車(含客、貨兩用),,,,,小客車自用,小客車自用,小貨車自用,,,,,24,61,51,,,,,,,,,,,,WY****7代號2696,6F****6代號2697,AA*****5代號2698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本國,本國,本國
10306YY000021,普通重型 機車, ,,,,,,機車普通重型,,,,,,,33,0,,,,,,受傷,,,,,,,00****X代號2699,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,機車左側車身,,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,服務工作者,,,,,,,運輸,,,,,,,本國,本國,
10306YY000023,自用 小貨車(含客、貨兩用),行人 人,,,,,,小貨車自用,行人,,,,,,27,49,,,,,,未受傷,受傷,,,,,,AA*****8代號2700,,,,,,,其他,非駕駛人及乘客,,,,,,有適當之駕照,非汽（機）車駕駛人,,,,,,經檢測無酒精反應,經觀察未飲酒,,,,,,汽車右側車身,非汽（機）車,,,,,,未注意車前狀態,其他引起事故之疏失或行為,,,,,,未注意車前狀態,未注意車前狀態,,,,,,服務工作者,服務工作者,,,,,,運輸,業務聯繫,,,,,,本國,本國,
10306YY000032,自用 小客車,普通輕型 機車,,,,,,小客車自用,機車普通輕型,,,,,,49,54,,,,,,未受傷,受傷,,,,,,CW****7代號1210,69****B代號2701,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經觀察未飲酒,經觀察未飲酒,,,,,,汽車前車頭,機車前車頭,,,,,,未注意車前狀態,未注意車前狀態,,,,,,未注意車前狀態,未注意車前狀態,,,,,,服務工作者,農林漁牧工作者,,,,,,購物,其他,,,,,,本國,本國,
